annotator	line_number	vclaim_id	vclaim_date	vclaim_url	label	sentence	vclaim	stance	verdict	
ai	166	3537	on Monday, March 20th, 2017	http://politifact.com/truth-o-meter/statements/2017/mar/20/donald-trump/trumps-false-tweet-nsa-fbi-said-russia-did-not-inf/	FALSE	We didn't win because of Russia.	The NSA and FBI tell Congress that Russia did not influence electoral process.	discuss	unknown	
ai	166	2390	on Monday, February 19th, 2018	http://politifact.com/truth-o-meter/statements/2018/feb/19/donald-trump/donald-trump-falsely-denies-he-denied-russian-medd/	Pants on Fire!	We didn't win because of Russia.	I never said Russia did not meddle in the election.	unrelated	unknown	
ai	166	725	on Wednesday, April 24th, 2019	http://politifact.com/truth-o-meter/statements/2019/apr/24/jared-kushner/jared-kushner-wrong-scope-russias-interference/	Pants on Fire!	We didn't win because of Russia.	Russias interference in the 2016 election amounted to "a couple of Facebook ads."	discuss	unknown	
ai	172	8172	on Tuesday, March 4th, 2014	http://politifact.com/punditfact/statements/2014/mar/04/chris-matthews/hardball-host-chris-matthews-says-russian-troops-a/	Mostly True	Are there any Russians here tonight?	The Russians didnt wear uniforms when they came in to Ukraine.	not-claim	not-claim	
ai	172	889	on Thursday, March 14th, 2019	http://politifact.com/truth-o-meter/statements/2019/mar/14/kevin-downing/pants-fire-claim-two-courts-backed-trumps-claim-no/	Pants on Fire!	Are there any Russians here tonight?	Says Paul Manaforts sentencing judge, Amy Berman Jackson, "conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians."	not-claim	not-claim	
ai	172	1789	on Tuesday, July 31st, 2018	http://politifact.com/truth-o-meter/statements/2018/jul/31/donald-trump/donald-trump-says-collusion-no-crime-right/	Mostly False	Are there any Russians here tonight?	Collusion is not a crime.	not-claim	not-claim	
ai	172	3255	on Wednesday, May 31st, 2017	http://politifact.com/punditfact/statements/2017/may/31/gregg-jarrett/fox-news-hosts-wrong-no-law-forbids-russia-trump-c/	FALSE	Are there any Russians here tonight?	You can collude all you want with a foreign government in an election. There's no such statute (that makes collusion a crime).	not-claim	not-claim	
ai	172	2390	on Monday, February 19th, 2018	http://politifact.com/truth-o-meter/statements/2018/feb/19/donald-trump/donald-trump-falsely-denies-he-denied-russian-medd/	Pants on Fire!	Are there any Russians here tonight?	I never said Russia did not meddle in the election.	not-claim	not-claim	
ai	173	889	on Thursday, March 14th, 2019	http://politifact.com/truth-o-meter/statements/2019/mar/14/kevin-downing/pants-fire-claim-two-courts-backed-trumps-claim-no/	Pants on Fire!	Any Russians?	Says Paul Manaforts sentencing judge, Amy Berman Jackson, "conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians."	not-claim	not-claim	
ai	173	3255	on Wednesday, May 31st, 2017	http://politifact.com/punditfact/statements/2017/may/31/gregg-jarrett/fox-news-hosts-wrong-no-law-forbids-russia-trump-c/	FALSE	Any Russians?	You can collude all you want with a foreign government in an election. There's no such statute (that makes collusion a crime).	not-claim	not-claim	
ai	173	1789	on Tuesday, July 31st, 2018	http://politifact.com/truth-o-meter/statements/2018/jul/31/donald-trump/donald-trump-says-collusion-no-crime-right/	Mostly False	Any Russians?	Collusion is not a crime.	not-claim	not-claim	
ai	173	2390	on Monday, February 19th, 2018	http://politifact.com/truth-o-meter/statements/2018/feb/19/donald-trump/donald-trump-falsely-denies-he-denied-russian-medd/	Pants on Fire!	Any Russians?	I never said Russia did not meddle in the election.	not-claim	not-claim	
ai	180	2390	on Monday, February 19th, 2018	http://politifact.com/truth-o-meter/statements/2018/feb/19/donald-trump/donald-trump-falsely-denies-he-denied-russian-medd/	Pants on Fire!	They can continue their obsession with the Russian hoax, or they can serve the interests of the American people.	I never said Russia did not meddle in the election.	unrelated	unknown	implicit
ai	180	3527	on Wednesday, March 22nd, 2017	http://politifact.com/truth-o-meter/statements/2017/mar/22/sean-spicer/sean-spicers-false-claim-paul-manafort-played-mino/	FALSE	They can continue their obsession with the Russian hoax, or they can serve the interests of the American people.	Says Paul Manafort "played a very limited role" in the Trump presidential campaign.	unrelated	unknown	implicit
ai	180	889	on Thursday, March 14th, 2019	http://politifact.com/truth-o-meter/statements/2019/mar/14/kevin-downing/pants-fire-claim-two-courts-backed-trumps-claim-no/	Pants on Fire!	They can continue their obsession with the Russian hoax, or they can serve the interests of the American people.	Says Paul Manaforts sentencing judge, Amy Berman Jackson, "conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians."	unrelated	unknown	implicit
ai	186	2480	on Friday, January 26th, 2018	http://politifact.com/punditfact/statements/2018/jan/26/heartland-institute/do-work-requirements-lead-self-sufficiency/	Mostly False	We want to control our boarders and lift our people from welfare to work.	Work requirements "have been proven to help impoverished families move from dependency to selfsufficiency."	not-claim	not-claim	
ai	186	16151	on Monday, June 30th, 2008	http://politifact.com/truth-o-meter/statements/2008/jun/30/barack-obama/welfare-rolls-dropped-but-not-just-because-of-law/	Half-True	We want to control our boarders and lift our people from welfare to work.	Obama says his bill "reduced welfare rolls nearly 80 percent."	not-claim	not-claim	
ai	186	11830	on Monday, January 9th, 2012	http://politifact.com/truth-o-meter/statements/2012/jan/09/rick-santorum/rick-santorum-says-welfare-reform-deserves-credit-/	Half-True	We want to control our boarders and lift our people from welfare to work.	As a result of welfare reform, "poverty levels went down to the lowest level ever for ... AfricanAmerican children."	not-claim	not-claim	
ai	186	12963	on Thursday, June 9th, 2011	http://politifact.com/florida/statements/2011/jun/09/rick-scott/rick-scott-says-welfare-recipients-are-more-likely/	Half-True	We want to control our boarders and lift our people from welfare to work.	Studies show that people that are on welfare are higher users of drugs than people not on welfare.	not-claim	not-claim	
ai	186	10504	on Tuesday, August 28th, 2012	http://politifact.com/truth-o-meter/statements/2012/aug/29/rick-santorum/Santorum-Romney-claim-Obama-ending-welfare-work/	Pants on Fire!	We want to control our boarders and lift our people from welfare to work.	Says President Obama has waived "the work requirement for welfare."	not-claim	not-claim	
ai	186	2477	on Monday, January 29th, 2018	http://politifact.com/california/statements/2018/jan/29/steve-cortes/are-55-percent-immigrants-california-welfare-s-exa/	Half-True	We want to control our boarders and lift our people from welfare to work.	We have right now,  in the state of California, 55 percent of all immigrants are on public assistance.	not-claim	not-claim	
ai	186	8438	on Monday, January 6th, 2014	http://politifact.com/florida/statements/2014/jan/06/marco-rubio/marco-rubio-says-nearly-one-five-floridians-live-p/	Mostly True	We want to control our boarders and lift our people from welfare to work.	In my home state, nearly one in five Floridians live in poverty.	not-claim	not-claim	
ai	186	1650	on Friday, September 7th, 2018	http://politifact.com/truth-o-meter/statements/2018/sep/07/congressional-leadership-fund/new-attack-ad-twists-mcgrath-stance-welfare-work-r/	Half-True	We want to control our boarders and lift our people from welfare to work.	Says Amy McGrath "wants to fund more welfare for people who can work, but dont."	not-claim	not-claim	
ai	186	13579	on Friday, February 18th, 2011	http://politifact.com/rhode-island/statements/2011/feb/18/chain-email/chain-e-mail-says-welfare-programs-caused-more-lon/	Pants on Fire!	We want to control our boarders and lift our people from welfare to work.	Welfare programs caused more longterm damage to Detroit than the atomic bomb caused to Hiroshima	not-claim	not-claim	
ai	186	10407	on Monday, September 10th, 2012	http://politifact.com/truth-o-meter/statements/2012/sep/10/bill-clinton/bill-clinton-says-obama-administration-trying-boos/	TRUE	We want to control our boarders and lift our people from welfare to work.	The Obama administration is allowing state waivers from welfare work requirements "only if they had a credible plan to increase employment by 20 percent."	not-claim	not-claim	
ai	186	11958	on Sunday, December 11th, 2011	http://politifact.com/wisconsin/statements/2011/dec/11/tommy-thompson/did-gop-us-senate-candidate-tommy-thompson-end-wel/	Mostly True	We want to control our boarders and lift our people from welfare to work.	Says that as Wisconsin governor, "we ended welfare."	not-claim	not-claim	
ai	187	2325	on Friday, March 9th, 2018	http://politifact.com/truth-o-meter/statements/2018/mar/09/ted-cruz/did-obama-cut-300-million-school-safety-not-really/	Mostly False	We want to support our police and make our communities safe.	The Obama administration had cut $300 million from school safety.	not-claim	not-claim	
ai	187	5702	on Friday, November 20th, 2015	http://politifact.com/truth-o-meter/statements/2015/nov/20/donald-trump/trump-says-nypd-used-spy-mosques/	Half-True	We want to support our police and make our communities safe.	The New York Police Department used to have "surveillance going on in and around mosques in New York City. ... Our mayor totally cut that out."	not-claim	not-claim	
ai	187	13697	on Sunday, January 30th, 2011	http://politifact.com/rhode-island/statements/2011/jan/30/peter-kilmartin/kilmartin-says-secure-communities-program-has-prov/	Half-True	We want to support our police and make our communities safe.	Secure Communities "has a proven track record of enhancing public safety by focusing on violent offenders and those that pose a threat to our communities and our national security."	not-claim	not-claim	
ni	188	4215	on Tuesday, October 4th, 2016	http://politifact.com/truth-o-meter/statements/2016/oct/05/tim-kaine/tim-kaine-says-donald-trump-mike-pence-want-elimin/	Half-True	We want to reduce taxes and increase wages for all of our people.	First, Donald Trump said wages are too high, and both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage.	not-claim	not-claim	
ni	190	1417	on Wednesday, October 24th, 2018	http://politifact.com/ohio/statements/2018/oct/24/donald-trump/facts-trump-and-ohio-steel-mills/	Half-True	And we want to bring back our plants and our factories and our manufacturing and that's what is happening right now.	All across Ohio, steel mills are reopening.	agree	unknown	
ni	194	2318	on Tuesday, March 13th, 2018	http://politifact.com/truth-o-meter/statements/2018/mar/13/donald-trump/donald-trump-right-aluminum-steel-industries-have-/	Mostly True	We are building our future with American labor and hands and aluminum and steel and, what else, coal.	Says the U.S. steel and aluminum industry is "a fraction of what it once was."	discuss	unknown	
ni	194	1417	on Wednesday, October 24th, 2018	http://politifact.com/ohio/statements/2018/oct/24/donald-trump/facts-trump-and-ohio-steel-mills/	Half-True	We are building our future with American labor and hands and aluminum and steel and, what else, coal.	All across Ohio, steel mills are reopening.	agree	unknown	
ni	194	2324	on Friday, March 9th, 2018	http://politifact.com/truth-o-meter/statements/2018/mar/09/donald-trump/how-vital-our-national-security-are-steel-aluminum/	Half-True	We are building our future with American labor and hands and aluminum and steel and, what else, coal.	American aluminum and steel "are vital to our national security. ... They are the bedrock of our defense industrial base."	unrelated	unknown	
ni	194	2724	on Monday, November 6th, 2017	http://politifact.com/truth-o-meter/statements/2017/nov/06/donald-trump/trump-pairs-recent-rise-coal-output-ending-war-coa/	Mostly True	We are building our future with American labor and hands and aluminum and steel and, what else, coal.	Coal production up 7.8% in past year. Down 31.5% last 10 years. #endingwaroncoal.	agree	TRUE	
ni	195	4586	on Wednesday, July 27th, 2016	http://politifact.com/florida/statements/2016/jul/28/michael-bloomberg/michael-bloomberg-donald-trump-visa-sys/	Mostly True	We will buy American and we will hire American.	Says Donald Trump "games the U.S. visa system so he can hire temporary foreign workers at low wages."	not-claim	not-claim	promise
ni	196	5738	on Thursday, November 12th, 2015	http://politifact.com/truth-o-meter/statements/2015/nov/12/donald-trump/trump-says-china-will-take-advantage-trans-pacific/	Pants on Fire!	To protect our jobs and our industry, I withdrew the United States from the horrible TransPacific Partnership.	The TransPacific Partnership "was designed for China to come in, as they always do, through the back door and totally take advantage of everyone."	discuss	unknown	
ai	196	6008	on Wednesday, September 2nd, 2015	http://politifact.com/punditfact/statements/2015/sep/02/viral-image/how-bernie-sanders-hillary-clinton-differ-trans-pa/	Mostly True	To protect our jobs and our industry, I withdrew the United States from the horrible TransPacific Partnership.	Bernie Sanders opposesthe TransPacific Partnership, and Hillary Clinton supportsit.	unrelated	unknown	
ai	196	4790	on Thursday, June 23rd, 2016	http://politifact.com/truth-o-meter/statements/2016/jun/23/donald-trump/donald-trump-flubs-claim-hillary-clinton-deleted-h/	Pants on Fire!	To protect our jobs and our industry, I withdrew the United States from the horrible TransPacific Partnership.	Says Hillary Clinton "has even deleted this record of total support (for the TransPacific Partnership trade agreement) from her book."	unrelated	unknown	
ai	196	6318	on Sunday, June 14th, 2015	http://politifact.com/truth-o-meter/statements/2015/jun/14/john-podesta/hillary-clinton-has-been-very-clear-trade-campaign/	Mostly False	To protect our jobs and our industry, I withdrew the United States from the horrible TransPacific Partnership.	Says Hillary Clinton's "been very clear where she stands on trade."	unrelated	unknown	
ai	196	5877	on Thursday, October 8th, 2015	http://politifact.com/truth-o-meter/statements/2015/oct/08/hillary-clinton/hillary-clinton-now-opposes-trans-pacific-partners/	Full Flop	To protect our jobs and our industry, I withdrew the United States from the horrible TransPacific Partnership.	On the TransPacific Partnership.	unrelated	unknown	
ai	196	4441	on Monday, August 22nd, 2016	http://politifact.com/pennsylvania/statements/2016/aug/22/pat-toomey/pat-toomeys-shifting-stance-trans-pacific-partners/	Full Flop	To protect our jobs and our industry, I withdrew the United States from the horrible TransPacific Partnership.	On the TransPacific Partnership.	unrelated	unknown	
ai	196	6487	on Thursday, April 23rd, 2015	http://politifact.com/truth-o-meter/statements/2015/apr/23/martin-omalley/martin-omalley-says-congress-wont-see-pacific-trad/	Mostly False	To protect our jobs and our industry, I withdrew the United States from the horrible TransPacific Partnership.	We're not allowed to read it (the TransPacific Partnership) before representatives vote on it.	unrelated	unknown	
ai	196	5210	on Thursday, March 24th, 2016	http://politifact.com/ohio/statements/2016/mar/24/bernie-sanders/tufts-university-study-has-bernies-back-trans-paci/	Half-True	To protect our jobs and our industry, I withdrew the United States from the horrible TransPacific Partnership.	The TransPacific trade deal could cost America 448,000 more jobs.	discuss	unknown	Although we have another adjective, horrible is not a strong to be verified. (This is very subjective)
ai	196	4233	on Friday, September 30th, 2016	http://politifact.com/georgia/statements/2016/sep/30/kasim-reed/atlanta-mayor-cherry-picks-numbers-make-point-trad/	Half-True	To protect our jobs and our industry, I withdrew the United States from the horrible TransPacific Partnership.	If you look at any real analysis, the TransPacific Partnership is "going to generate betterpaying jobs that are more stable."	disagree	unknown	
ai	196	5738	on Thursday, November 12th, 2015	http://politifact.com/truth-o-meter/statements/2015/nov/12/donald-trump/trump-says-china-will-take-advantage-trans-pacific/	Pants on Fire!	To protect our jobs and our industry, I withdrew the United States from the horrible TransPacific Partnership.	The TransPacific Partnership "was designed for China to come in, as they always do, through the back door and totally take advantage of everyone."	repeated	repeated	
ai	196	4631	on Thursday, July 21st, 2016	http://politifact.com/truth-o-meter/statements/2016/jul/22/donald-trump/donald-trumps-largely-accurate-about-clintons-past/	Mostly True	To protect our jobs and our industry, I withdrew the United States from the horrible TransPacific Partnership.	Says Hillary Clinton "supported North American Free Trade Agreement), and she supported Chinas entrance into the World Trade Organization. She supported the jobkilling trade deal with South Korea. She supported the TransPacific Partnership."	discuss	unknown	
ai	196	5459	on Friday, February 5th, 2016	http://politifact.com/truth-o-meter/statements/2016/feb/05/hillary-clinton/hillary-clintons-revisionist-history-tpp/	Half-True	To protect our jobs and our industry, I withdrew the United States from the horrible TransPacific Partnership.	I waited until (the TransPacific Partnership trade agreement) had actually been negotiated before deciding whether to endorse it.	unrelated	unknown	
ni	197	3238	on Monday, June 5th, 2017	http://politifact.com/truth-o-meter/statements/2017/jun/05/donald-trump/donald-trump-wrong-paris-accord-china-and-coal-pla/	FALSE	And to protect our workers and coal miners, I also withdrew the United States from the jobkilling Paris Climate Accord.	China will be allowed to build hundreds of additional coal plants. So we cant build the plants, but they can, according to this (Paris) agreement.	discuss	unknown	
ai	197	3238	on Monday, June 5th, 2017	http://politifact.com/truth-o-meter/statements/2017/jun/05/donald-trump/donald-trump-wrong-paris-accord-china-and-coal-pla/	FALSE	And to protect our workers and coal miners, I also withdrew the United States from the jobkilling Paris Climate Accord.	China will be allowed to build hundreds of additional coal plants. So we cant build the plants, but they can, according to this (Paris) agreement.	repeated	repeated	
ai	197	3240	on Monday, June 5th, 2017	http://politifact.com/truth-o-meter/statements/2017/jun/05/scott-pruitt/are-coal-mining-jobs-50000-last-year-not-exactly/	Mostly False	And to protect our workers and coal miners, I also withdrew the United States from the jobkilling Paris Climate Accord.	Since the fourth quarter of last year until most recently, we've added almost 50,000 jobs in the coal sector. In the month of May alone, almost 7,000 jobs.	unrelated	unknown	
ai	197	3186	on Wednesday, June 21st, 2017	http://politifact.com/florida/statements/2017/jun/21/gus-bilirakis/gus-bilirakis-cites-flawed-study-defend-us-wit/	FALSE	And to protect our workers and coal miners, I also withdrew the United States from the jobkilling Paris Climate Accord.	A study by the National Economics Research Association showed that the (Paris climate) deal could cost 2.7 million lost jobs in the U.S. by 2025 should our country adhere to the commitments made by the Obama Administration.	agree	unknown	we can consider adjectives as claims
ai	197	3241	on Monday, June 5th, 2017	http://politifact.com/truth-o-meter/statements/2017/jun/05/al-gore/al-gore-says-majority-trump-voters-support-paris-a/	Mostly False	And to protect our workers and coal miners, I also withdrew the United States from the jobkilling Paris Climate Accord.	A majority of President Trump's supporters and voters wanted (the United States) to stay in the Paris Agreement.	discuss	unknown	
ai	197	3251	on Thursday, June 1st, 2017	http://politifact.com/truth-o-meter/statements/2017/jun/01/debbie-wasserman-schultz/are-nicaragua-and-syria-only-countries-not-sign-pa/	TRUE	And to protect our workers and coal miners, I also withdrew the United States from the jobkilling Paris Climate Accord.	Syria and Nicaragua are the only nations that didn't sign the Paris Agreement. Nicaragua said it wasn't tough enough.	unrelated	unknown	
ai	197	3229	on Wednesday, June 7th, 2017	http://politifact.com/florida/statements/2017/jun/07/sarah-palin/sarah-palin-facebook-meme-climate-accord-uses-unre/	FALSE	And to protect our workers and coal miners, I also withdrew the United States from the jobkilling Paris Climate Accord.	Says an Internet meme shows people rejoicing over the Paris agreement.	discuss	unknown	
ai	197	4572	on Thursday, July 28th, 2016	http://politifact.com/global-news/statements/2016/jul/29/bill-clinton/fact-checking-bill-clinton-hillarys-big-climate-ch/	Half-True	And to protect our workers and coal miners, I also withdrew the United States from the jobkilling Paris Climate Accord.	Says Hillary Clinton "negotiated the first agreement  ever  where China and India officially committed to reduce their emissions."	unrelated	unknown	
ai	197	3388	on Tuesday, April 25th, 2017	http://politifact.com/illinois/statements/2017/apr/25/brad-schneider/are-there-three-times-many-solar-energy-jobs-coal-/	Mostly True	And to protect our workers and coal miners, I also withdrew the United States from the jobkilling Paris Climate Accord.	More than 260,000 Americans are employed by the domestic solar industry  three times as many workers as employed by the entire coal mining industry.	unrelated	unknown	special case
ai	197	1619	on Thursday, September 13th, 2018	http://politifact.com/west-virginia/statements/2018/sep/13/patrick-morrisey/did-joe-manchin-stick-hillary-clinton-after-contro/	Mostly True	And to protect our workers and coal miners, I also withdrew the United States from the jobkilling Paris Climate Accord.	Says Joe Manchin "strongly supported and voted for Hillary Clinton after she said, Were going to put a lot of coal miners and coal companies out of work."	unrelated	unknown	
ai	197	5519	on Sunday, January 24th, 2016	http://politifact.com/rhode-island/statements/2016/jan/24/environmental-justice-league-ri-environmental-just/could-fracking-be-worse-climate-coal/	Half-True	And to protect our workers and coal miners, I also withdrew the United States from the jobkilling Paris Climate Accord.	In reality, gas produced by fracking is worse for the climate than coal.	unrelated	unknown	
ai	199	5695	on Sunday, November 22nd, 2015	http://politifact.com/truth-o-meter/statements/2015/nov/22/donald-trump/fact-checking-trumps-claim-thousands-new-jersey-ch/	Pants on Fire!	We have seen the bloodshed and devastation inflicted by terrorists in America, in Europe, and all across the world I said it during the campaign.	I watched in Jersey City, N.J., where thousands and thousands of people were cheering as the World Trade Center collapsed.	unrelated	unknown	
ai	199	3709	on Monday, February 6th, 2017	http://politifact.com/truth-o-meter/statements/2017/feb/06/donald-trump/donald-trump-wrong-media-not-reporting-terrorism-a/	Pants on Fire!	We have seen the bloodshed and devastation inflicted by terrorists in America, in Europe, and all across the world I said it during the campaign.	Terrorism and terrorist attacks in the United States and Europe have "gotten to a point where it's not even being reported."	agree	unknown	
ai	199	7247	on Thursday, September 25th, 2014	http://politifact.com/punditfact/statements/2014/sep/25/ralph-peters/fox-analyst-airstrikes-syria-conducted-night-minim/	Mostly False	We have seen the bloodshed and devastation inflicted by terrorists in America, in Europe, and all across the world I said it during the campaign.	Says President Barack Obama attacked potential terrorist targets in Syria in the middle of the night "to minimize terrorist casualties."	unrelated	unknown	
ai	199	4489	on Friday, August 12th, 2016	http://politifact.com/truth-o-meter/statements/2016/aug/12/hillary-clinton/has-donald-trump-talked-about-using-nukes-against-/	Mostly False	We have seen the bloodshed and devastation inflicted by terrorists in America, in Europe, and all across the world I said it during the campaign.	Says Donald Trump "has been talking about the option of using a nuclear weapon against our Western European allies."	unrelated	unknown	
ai	199	4918	on Wednesday, May 25th, 2016	http://politifact.com/truth-o-meter/statements/2016/may/25/donald-trump/donald-trump-says-us-letting-tens-thousands-terror/	Pants on Fire!	We have seen the bloodshed and devastation inflicted by terrorists in America, in Europe, and all across the world I said it during the campaign.	Look, we are at war with these people and they don't wear uniforms. This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.	discuss	unknown	special case
ai	199	5161	on Monday, April 4th, 2016	http://politifact.com/florida/statements/2016/apr/04/ron-desantis/terrorists-groups-besides-isis-crossing-us-mexico-/	Mostly True	We have seen the bloodshed and devastation inflicted by terrorists in America, in Europe, and all across the world I said it during the campaign.	Recent reports state that the U.S. Customs and Border Protection has apprehended several members of known Islamist terrorist organizations crossing the southern border in recent years.	unrelated	unknown	
ni	201	3706	on Tuesday, February 7th, 2017	http://politifact.com/truth-o-meter/statements/2017/feb/07/seth-moulton/mostly-false-claim-isis-already-using-trumps-execu/	Mostly False	We will keep radical, Islamic terrorists out of our country.	ISIS is already using the rhetoric from the Trump administration, the text of this executive order, to incite attacks against us and to recruit more terrorists to their side.	not-claim	not-claim	
ai	201	4169	on Sunday, October 9th, 2016	http://politifact.com/truth-o-meter/statements/2016/oct/10/donald-trump/trump-clinton-wont-use-term-radical-islamist-terro/	Mostly False	We will keep radical, Islamic terrorists out of our country.	These are radical Islamic terrorists, and (Hillary Clinton) won't even mention the word.	not-claim	not-claim	
ai	201	5671	on Monday, November 30th, 2015	http://politifact.com/virginia/statements/2015/nov/30/ted-cruz/cruz-right-obama-doesnt-link-islam-terrorismerrori/	TRUE	We will keep radical, Islamic terrorists out of our country.	Says President Barack Obama "will not utter the words radical Islamic terrorism and as matter of policy, nobody in the administration will say the words radical Islamic terrorism."	not-claim	not-claim	
ai	201	7469	on Friday, August 8th, 2014	http://politifact.com/georgia/statements/2014/aug/08/ending-spending-action-fund/attack-ad-misfires-nonprofits-connection-terrorism/	Mostly False	We will keep radical, Islamic terrorists out of our country.	Michelle Nunns "foundation directed grants to an Islamic group tied to radical terrorists."	not-claim	not-claim	
ai	201	4608	on Tuesday, July 26th, 2016	http://politifact.com/truth-o-meter/statements/2016/jul/26/republican-national-committee-republican/rnc-right-no-democratic-speaker-mentioned-isis-con/	TRUE	We will keep radical, Islamic terrorists out of our country.	Speakers at the Democratic National Convention made "zero mentions of the global terrorist threat posed by ISIS."	not-claim	not-claim	
ai	201	6644	on Monday, March 9th, 2015	http://politifact.com/truth-o-meter/statements/2015/mar/09/rand-paul/paul-gets-it-wrong-fate-libyan-missiles/	Mostly False	We will keep radical, Islamic terrorists out of our country.	U.S. military involvement in Libya "allowed thousands of surfacetoair missiles to fall into the hands of radical Islamists."	not-claim	not-claim	
ai	201	3706	on Tuesday, February 7th, 2017	http://politifact.com/truth-o-meter/statements/2017/feb/07/seth-moulton/mostly-false-claim-isis-already-using-trumps-execu/	Mostly False	We will keep radical, Islamic terrorists out of our country.	ISIS is already using the rhetoric from the Trump administration, the text of this executive order, to incite attacks against us and to recruit more terrorists to their side.	repeated	repeated	
ai	201	4989	on Monday, May 9th, 2016	http://politifact.com/texas/statements/2016/may/09/ted-cruz/cruz-claims-obama-administration-sponsored-un-reso/	Pants on Fire!	We will keep radical, Islamic terrorists out of our country.	The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.	not-claim	not-claim	
ai	201	16006	on Thursday, September 4th, 2008	http://politifact.com/truth-o-meter/statements/2008/sep/04/rudy-giuliani/dems-discussed-terrorism-aplenty/	Mostly False	We will keep radical, Islamic terrorists out of our country.	For four days in Denver, the Democrats were afraid to use the words 'Islamic terrorism.'	not-claim	not-claim	
ai	201	2992	on Thursday, August 17th, 2017	http://politifact.com/truth-o-meter/statements/2017/aug/17/donald-trump/donald-trump-retells-pants-fire-claim-about-gen-pe/	Pants on Fire!	We will keep radical, Islamic terrorists out of our country.	Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!	not-claim	not-claim	
ai	201	3709	on Monday, February 6th, 2017	http://politifact.com/truth-o-meter/statements/2017/feb/06/donald-trump/donald-trump-wrong-media-not-reporting-terrorism-a/	Pants on Fire!	We will keep radical, Islamic terrorists out of our country.	Terrorism and terrorist attacks in the United States and Europe have "gotten to a point where it's not even being reported."	not-claim	not-claim	
ni	204	3150	on Friday, June 30th, 2017	http://politifact.com/truth-o-meter/statements/2017/jun/30/donald-trump/trump-falsely-claims-his-administration-has-deport/	FALSE	We're also keeping our country safe from criminal gangs and violent crime.	We're pretty much at the 50 percent mark on deportations of MS13 gang members.	agree	unknown	
ni	204	3414	on Tuesday, April 18th, 2017	http://politifact.com/truth-o-meter/statements/2017/apr/18/donald-trump/trump-falsely-claims-obama-policies-blame-growth-m/	FALSE	We're also keeping our country safe from criminal gangs and violent crime.	The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!	agree	unknown	
ai	204	14301	on Tuesday, October 5th, 2010	http://politifact.com/texas/statements/2010/oct/05/greg-abbott/attorney-general-greg-abbott-says-more-people-have/	FALSE	We're also keeping our country safe from criminal gangs and violent crime.	More lives have been lost because of the war with the drug cartels in Juarez alone, just a few blocks from the United States of America, than have been lost in the war in Afghanistan.	unrelated	unknown	
ai	204	1398	on Thursday, October 25th, 2018	http://politifact.com/texas/statements/2018/oct/25/donald-trump/mostly-false-donald-trump-claim-beto-orourke-voted/	Mostly False	We're also keeping our country safe from criminal gangs and violent crime.	Says Beto ORourke "voted to shield MS13 gang members from deportation."	discuss	unknown	speical case
ai	204	4440	on Monday, August 22nd, 2016	http://politifact.com/florida/statements/2016/aug/22/donald-trump/donald-trump-says-hillary-clinton-wants-let-crimin/	Half-True	We're also keeping our country safe from criminal gangs and violent crime.	Under Hillary Clintons plan "illegal immigrants convicted of committing crimes get to stay."	unrelated	unknown	
ai	204	3414	on Tuesday, April 18th, 2017	http://politifact.com/truth-o-meter/statements/2017/apr/18/donald-trump/trump-falsely-claims-obama-policies-blame-growth-m/	FALSE	We're also keeping our country safe from criminal gangs and violent crime.	The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!	repeated	repeated	
ni	205	2010	on Thursday, May 31st, 2018	http://politifact.com/truth-o-meter/statements/2018/may/31/donald-trump/donald-trump-falsely-claims-opioid-numbers-way-dow/	FALSE	We are taking the fight to the drug smugglers.	We got $6 billion for opioid and getting rid of that scourge thats taking over our country. And the numbers are way down.	unrelated	unknown	
ai	205	7407	on Friday, August 22nd, 2014	http://politifact.com/texas/statements/2014/aug/22/henry-cuellar/henry-cuellar-claim-social-media-rebates-and/	Mostly False	We are taking the fight to the drug smugglers.	Says drug cartels are using social media to offer rebates so more children from Central America get smuggled to the United States.	unrelated	unknown	
ai	205	14830	on Wednesday, June 30th, 2010	http://politifact.com/truth-o-meter/statements/2010/jun/30/jan-brewer/arizona-gov-brewer-says-majority-illegals-are-drug/	FALSE	We are taking the fight to the drug smugglers.	The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.	unrelated	unknown	
ai	205	2442	on Friday, February 2nd, 2018	http://politifact.com/north-carolina/statements/2018/feb/02/ann-coulter/would-wall-have-prevented-opioid-epidemic/	Pants on Fire!	We are taking the fight to the drug smugglers.	100% of heroinfentanyl epidemic is because we don't have a WALL.	unrelated	unknown	
